sample_no,id,eriophyoids,p_fructiphilus,other_mites,total_mites,rose_spp,symptoms,grams_dry_weight,shade,rrv,city,state,county,lon,lat,lon_lat,collector,date,month,year,notes
139,James 102,0,No,0,0,KO,NA,NA,NA,NT,Quincy,FL,NA,-84.57825,30.58847,"-84.57825, 30.58847",James Brannin,2019-02-13T00:00:00Z,February,2019,NA
140,James 103,0,No,8,8,KO,NA,NA,NA,NT,Quincy,FL,NA,-84.60728,30.58454,"-84.60728, 30.58454",James Brannin,2019-02-13T00:00:00Z,February,2019,NA
141,James 104,0,No,0,0,KO,NA,NA,NA,NT,Quincy,FL,NA,-84.60083,30.58529,"-84.60083, 30.58529",James Brannin,2019-02-13T00:00:00Z,February,2019,NA
142,James 105,0,No,1,1,KO,NA,NA,NA,NT,Quincy,FL,NA,-84.59547,30.54349,"-84.59547, 30.54349",James Brannin,2019-02-13T00:00:00Z,February,2019,NA
143,James 106,0,No,0,0,KO,NA,NA,NA,NT,Quincy,FL,NA,-84.59217,30.55314,"-84.59217, 30.55314",James Brannin,2019-02-13T00:00:00Z,February,2019,NA
144,James 107,0,No,0,0,KO,NA,NA,NA,NT,Quincy,FL,NA,-84.6431,30.59133,"-84.6431, 30.59133",James Brannin,2019-02-13T00:00:00Z,February,2019,NA
145,James 108,10,Yes,2,12,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.30567,30.448,"-84.30567, 30.448",James Brannin,2019-02-14T00:00:00Z,February,2019,NA
146,James 109,27,Yes,1,28,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.30402,30.44624,"-84.30402, 30.44624",James Brannin,2019-02-14T00:00:00Z,February,2019,FDACS REPORT E2019-3312-1
147,James 110,2,Yes,2,4,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.30448,30.44613,"-84.30448, 30.44613",James Brannin,2019-02-14T00:00:00Z,February,2019,NA
148,James 111,7,Yes,1,8,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.30291,30.4457,"-84.30291, 30.4457",James Brannin,2019-02-14T00:00:00Z,February,2019,NA
149,James 112,5,Yes,3,8,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.2999,30.44433,"-84.2999, 30.44433",James Brannin,2019-02-14T00:00:00Z,February,2019,NA
150,James 113,0,No,0,0,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.25085,30.50561,"-84.25085, 30.50561",James Brannin,2019-02-14T00:00:00Z,February,2019,NA
151,James 114,1,Yes,16,17,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.27879,30.45372,"-84.27879, 30.45372",James Brannin,2019-02-14T00:00:00Z,February,2019,NA
152,James 115,0,No,7,7,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.28515,30.46685,"-84.28515, 30.46685",James Brannin,2019-02-14T00:00:00Z,February,2019,NA
153,James 116,0,No,0,0,KO,NA,NA,NA,NT,Midway,FL,NA,-84.30833,30.44003,"-84.30833, 30.44003",James Brannin,2019-02-19T00:00:00Z,February,2019,NA
154,James 117,0,No,0,0,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.29028,30.43287,"-84.29028, 30.43287",James Brannin,2019-02-19T00:00:00Z,February,2019,NA
155,James 118,0,No,4,4,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.28971,30.42997,"-84.28971, 30.42997",James Brannin,2019-02-19T00:00:00Z,February,2019,NA
156,James 119,0,No,5,5,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.28861,30.42167,"-84.28861, 30.42167",James Brannin,2019-02-19T00:00:00Z,February,2019,NA
157,James 120,0,No,2,2,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.27613,30.43787,"-84.27613, 30.43787",James Brannin,2019-02-19T00:00:00Z,February,2019,NA
158,James 121,0,No,0,0,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.21275,30.44676,"-84.21275, 30.44676",James Brannin,2019-02-19T00:00:00Z,February,2019,NA
159,James 122,0,No,0,0,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.21749,30.44734,"-84.21749, 30.44734",James Brannin,2019-02-19T00:00:00Z,February,2019,NA
160,James 123,0,No,2,2,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.21951,30.44946,"-84.21951, 30.44946",James Brannin,2019-02-19T00:00:00Z,February,2019,NA
161,James 124,0,No,1,1,KO,NA,NA,NA,NT,Tallahassee,FL,NA,-84.22835,30.46036,"-84.22835, 30.46036",James Brannin,2019-02-19T00:00:00Z,February,2019,NA
162,James 125,0,No,0,0,KO,NA,NA,NA,NT,Midway,FL,NA,-84.33569,30.45217,"-84.33569, 30.45217",James Brannin,2019-02-19T00:00:00Z,February,2019,NA
163,Fife 126,0,No,0,0,NA,NA,NA,NA,NT,Havana,FL,NA,-84.41504,30.62429,"-84.41504, 30.62429",Austin Fife,2019-04-16T00:00:00Z,April,2019,NA
164,Fife 127,0,No,7,7,NA,NA,NA,NA,NT,Havana,FL,NA,-84.41348,30.62458,"-84.41348, 30.62458",Austin Fife,2019-04-16T00:00:00Z,April,2019,NA
165,Fife 128,0,No,0,0,NA,NA,NA,NA,NT,Havana,FL,NA,-84.41572,30.62466,"-84.41572, 30.62466",Austin Fife,2019-04-16T00:00:00Z,April,2019,NA
166,Fife 129,0,No,33,33,NA,NA,NA,NA,NT,Havana,FL,NA,-84.4155,30.62564,"-84.4155, 30.62564",Austin Fife,2019-04-16T00:00:00Z,April,2019,NA
167,Fife 130,0,No,9,9,NA,NA,NA,NA,NT,Havana,FL,NA,-84.41529,30.63087,"-84.41529, 30.63087",Austin Fife,2019-04-16T00:00:00Z,April,2019,NA
168,Fife 131,0,No,0,0,NA,NA,NA,NA,NT,Gretna,FL,NA,-84.663,30.61955,"-84.663, 30.61955",Austin Fife,2019-04-30T00:00:00Z,April,2019,NA
169,Fife 132,0,No,5,5,NA,NA,NA,NA,NT,Gretna,FL,NA,-84.66302,30.61955,"-84.66302, 30.61955",Austin Fife,2019-04-30T00:00:00Z,April,2019,NA
170,Fife 133,NA,NA,NA,NA,NA,NA,NA,NA,NT,Monticello,FL,NA,-83.87008,30.54101,"-83.87008, 30.54101",Austin Fife,2019-05-13T00:00:00Z,May,2019,NA
171,Fife 134,NA,NA,NA,NA,NA,NA,NA,NA,NT,Monticello,FL,NA,-83.86999,30.5455,"-83.86999, 30.5455",Austin Fife,2019-05-13T00:00:00Z,May,2019,NA
172,Fife 135,NA,NA,NA,NA,NA,NA,NA,NA,NT,Monticello,FL,NA,-83.87106,30.54541,"-83.87106, 30.54541",Austin Fife,2019-05-13T00:00:00Z,May,2019,NA
173,Fife 136,NA,NA,NA,NA,NA,NA,NA,NA,NT,Monticello,FL,NA,-83.88576,30.54479,"-83.88576, 30.54479",Austin Fife,2019-05-13T00:00:00Z,May,2019,NA
174,Fife 137,NA,NA,NA,NA,NA,NA,NA,NA,NT,Monticello,FL,NA,-83.88225,30.54477,"-83.88225, 30.54477",Austin Fife,2019-05-13T00:00:00Z,May,2019,NA
175,Fife 138,NA,NA,NA,NA,NA,NA,NA,NA,NT,Monticello,FL,NA,-83.88134,30.54518,"-83.88134, 30.54518",Austin Fife,2019-05-13T00:00:00Z,May,2019,NA
176,Fife 139,NA,NA,NA,NA,NA,NA,NA,NA,NT,Monticello,FL,NA,-83.88721,30.54515,"-83.88721, 30.54515",Austin Fife,2019-05-13T00:00:00Z,May,2019,NA
177,Fife 140,NA,NA,NA,NA,NA,NA,NA,NA,NT,Greensboro,FL,NA,-84.74337,30.56907,"-84.74337, 30.56907",Austin Fife,2019-05-15T00:00:00Z,May,2019,NA
178,Fife 141,NA,NA,NA,NA,NA,NA,NA,NA,NT,Greensboro,FL,NA,-84.74223,30.56718,"-84.74223, 30.56718",Austin Fife,2019-05-15T00:00:00Z,May,2019,NA
179,Fife 142,NA,NA,NA,NA,NA,NA,NA,NA,NT,Greensboro,FL,NA,-84.74118,30.56756,"-84.74118, 30.56756",Austin Fife,2019-05-15T00:00:00Z,May,2019,NA
180,Fife 143,NA,NA,NA,NA,NA,NA,NA,NA,NT,Greensboro,FL,NA,-84.74184,30.56997,"-84.74184, 30.56997",Austin Fife,2019-05-15T00:00:00Z,May,2019,NA
181,Fife 144,NA,NA,NA,NA,NA,NA,NA,NA,NT,Greensboro,FL,NA,-84.74802,30.56741,"-84.74802, 30.56741",Austin Fife,2019-05-15T00:00:00Z,May,2019,NA
182,Fife 145,NA,NA,NA,NA,NA,NA,NA,NA,NT,Gretna,FL,NA,-84.70636,30.52269,"-84.70636, 30.52269",Austin Fife,2019-05-15T00:00:00Z,May,2019,NA
183,Fife 146,NA,NA,NA,NA,NA,NA,NA,NA,NT,Gretna,FL,NA,-84.62643,30.47091,"-84.62643, 30.47091",Austin Fife,2019-05-15T00:00:00Z,May,2019,NA
184,Fife 147,NA,NA,NA,NA,NA,NA,NA,NA,NT,Crawfordville,FL,NA,-84.315164,30.120614,"-84.315164, 30.120614",Austin Fife,2019-05-20T00:00:00Z,May,2019,NA
185,Fife 148,NA,NA,NA,NA,NA,NA,NA,NA,NT,Crawfordville,FL,NA,-84.32346,30.10754,"-84.32346, 30.10754",Austin Fife,2019-05-20T00:00:00Z,May,2019,NA
186,Fife 149,NA,NA,NA,NA,NA,NA,NA,NA,NT,Crawfordville,FL,NA,-84.323138,30.11,"-84.323138, 30.11",Austin Fife,2019-05-20T00:00:00Z,May,2019,NA
187,Fife 150,NA,NA,NA,NA,NA,NA,NA,NA,NT,Crawfordville,FL,NA,-84.373695,30.113705,"-84.373695, 30.113705",Austin Fife,2019-05-20T00:00:00Z,May,2019,NA
188,Fife 151,NA,NA,NA,NA,NA,NA,NA,NA,NT,Crawfordville,FL,NA,-84.383714,30.100637,"-84.383714, 30.100637",Austin Fife,2019-05-20T00:00:00Z,May,2019,NA
189,Fife 152,NA,NA,NA,NA,NA,NA,NA,NA,NT,Crawfordville,FL,NA,-84.375808,30.174654,"-84.375808, 30.174654",Austin Fife,2019-05-20T00:00:00Z,May,2019,NA
190,Fife 153,NA,NA,NA,NA,NA,NA,NA,NA,NT,Crawfordville,FL,NA,-84.375191,30.174235,"-84.375191, 30.174235",Austin Fife,2019-05-20T00:00:00Z,May,2019,NA
191,Fife 154,NA,NA,NA,NA,NA,NA,NA,NA,NT,Bradfordville,FL,NA,-84.21842,30.56248,"-84.21842, 30.56248",Austin Fife,2019-05-23T00:00:00Z,May,2019,NA
192,Fife 155,NA,NA,NA,NA,NA,NA,NA,NA,NT,Bradfordville,FL,NA,-84.21943,30.53108,"-84.21943, 30.53108",Austin Fife,2019-05-23T00:00:00Z,May,2019,NA
193,FDACS 1,1,Yes,0,1,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305026,30.446288,"-84.305026, 30.446288",0,2019-07-08T00:00:00Z,July,2019,FDACS REPORT E2019-3807-1
194,FDACS 2,1,Yes,0,1,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.3056683,30.4480882,"-84.3056683, 30.4480882","Larry (Mo) Violett, Michael Bentley",2019-07-08T00:00:00Z,July,2019,FDACS REPORT E2019-3808-1
195,FDACS 3,1,Yes,0,1,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.303998000000007,30.446145,"-84.303998, 30.446145","Larry (Mo) Violett, Michael Bentley",2019-07-08T00:00:00Z,July,2019,FDACS REPORT E2019-3809-1
196,FSU 1,119,Yes,0,119,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.307128,30.444701,"-84.307128, 30.444701",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4908-1
197,FSU 2,322,Yes,0,322,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.306901,30.444911,"-84.306901, 30.444911",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4909-1
198,FSU 3,348,Yes,0,348,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.307119,30.445131,"-84.307119, 30.445131",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4910-1
199,FSU 4,183,Yes,0,183,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305676,30.447952,"-84.305676, 30.447952",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4911-1
200,FSU 5,91,Yes,0,91,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305285,30.44807,"-84.305285, 30.44807",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4912-1
201,FSU 6,204,Yes,0,204,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305295,30.448083,"-84.305295, 30.448083",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4913-1
202,FSU 7,114,Yes,0,114,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305422,30.447717,"-84.305422, 30.447717",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4914-1
203,FSU 8,83,Yes,0,83,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305618,30.44767,"-84.305618, 30.44767",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4915-1
204,FSU 9,70,Yes,0,70,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305918,30.446396,"-84.305918, 30.446396",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4916-1
205,FSU 10,181,Yes,0,181,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.306102,30.446413,"-84.306102, 30.446413",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4917-1
206,FSU 11,148,Yes,0,148,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.30625,30.446344,"-84.30625, 30.446344",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4918-1
207,FSU 12,189,Yes,0,189,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.306049,30.446447,"-84.306049, 30.446447",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4919-1
208,FSU 13,226,Yes,0,226,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305464,30.446498,"-84.305464, 30.446498",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4920-1
209,FSU 14,135,Yes,0,135,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.304534,30.446043,"-84.304534, 30.446043",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4921-1
210,FSU 15,117,Yes,0,117,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.304038,30.446166,"-84.304038, 30.446166",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4922-1
211,FSU 16,141,Yes,0,141,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.303162,30.446025,"-84.303162, 30.446025",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4923-1
212,FSU 17,94,Yes,0,94,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.30292,30.44567,"-84.30292, 30.44567",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4924-1
213,FSU 18,245,Yes,0,245,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305181,30.444348,"-84.305181, 30.444348",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4925-1
214,FSU 19,107,Yes,0,107,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305322,30.444347,"-84.305322, 30.444347",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4926-1
215,FSU 20,146,Yes,0,146,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305017,30.443949,"-84.305017, 30.443949",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4927-1
216,FSU 21,231,Yes,0,231,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305436,30.444014,"-84.305436, 30.444014",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4928-1
217,FSU 22,164,Yes,0,164,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305387,30.445459,"-84.305387, 30.445459",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4929-1
218,FSU 23,75,Yes,0,75,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305353,30.44545,"-84.305353, 30.44545",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4930-1
219,FSU 24,88,Yes,0,88,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305139,30.445353,"-84.305139, 30.445353",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4931-1
220,FSU 25,133,Yes,0,133,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305218,30.445358,"-84.305218, 30.445358",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4932-1
221,FSU 26,101,Yes,0,101,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305195,30.445375,"-84.305195, 30.445375",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4933-1
222,FSU 27,97,Yes,1,98,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.305045,30.445252,"-84.305045, 30.445252",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4934-1
223,FSU 28,74,Yes,0,74,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.304703,30.445238,"-84.304703, 30.445238",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4935-1
224,FSU 29,92,Yes,0,92,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.304923,30.445238,"-84.304923, 30.445238",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4936-1
225,FSU 30,105,Yes,0,105,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.304796,30.445222,"-84.304796, 30.445222",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4937-1
226,FSU 31,52,Yes,0,52,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.30439,30.445167,"-84.30439, 30.445167",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4938-1
227,FSU 32,67,Yes,0,67,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.304648,30.445219,"-84.304648, 30.445219",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4939-1
228,FSU 33,107,Yes,0,107,KO,No,NA,NA,NT,Tallahassee,FL,NA,-84.2999,30.444309,"-84.2999, 30.444309",Austin Fife,2019-07-16T00:00:00Z,July,2019,FDACS REPORT E2019-4940-1
229,JLG 1,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.3023,30.44377,"-84.3023, 30.44377",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
230,JLG 2,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.3024,30.44366,"-84.3024, 30.44366",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
231,JLG 3,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.29644,30.44661,"-84.29644, 30.44661",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
232,JLG 4,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-85.3009,30.444475,"-85.3009, 30.444475",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
233,JLG 5,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.29992,30.44428,"-84.29992, 30.44428",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
234,JLG 6,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.29796,30.44378,"-84.29796, 30.44378",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
235,JLG 7,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.29793,30.44376,"-84.29793, 30.44376",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
236,JLG 8,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.29783,30.44349,"-84.29783, 30.44349",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
237,JLG 9,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.29785,30.44341,"-84.29785, 30.44341",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
238,JLG 10,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.2978,30.44351,"-84.2978, 30.44351",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
239,JLG 11,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.29714,30.44341,"-84.29714, 30.44341",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
240,JLG 12,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.29723,30.44342,"-84.29723, 30.44342",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
241,JLG 13,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.29726,30.44337,"-84.29726, 30.44337",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
242,JLG 14,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.29681,30.44336,"-84.29681, 30.44336",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
243,JLG 15,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.29693,30.44335,"-84.29693, 30.44335",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
244,JLG 16,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.29685,30.44358,"-84.29685, 30.44358",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
245,JLG 17,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.2964,30.44464,"-84.2964, 30.44464",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
246,JLG 18,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.29639,30.44459,"-84.29639, 30.44459",Jessie Griesheimer,2019-09-23T00:00:00Z,September,2019,NA
247,JLG 19,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.2788,30.45372,"-84.2788, 30.45372",Jessie Griesheimer,2019-11-17T00:00:00Z,November,2019,NA
248,JLG 20,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.3057,30.448,"-84.3057, 30.448",Jessie Griesheimer,2019-11-17T00:00:00Z,November,2019,NA
249,JLG 21,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.3057,30.44809,"-84.3057, 30.44809",Jessie Griesheimer,2019-11-17T00:00:00Z,November,2019,NA
250,JLG 22,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.303,30.44629,"-84.303, 30.44629",Jessie Griesheimer,2019-11-17T00:00:00Z,November,2019,NA
251,JLG 23,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.3045,30.44613,"-84.3045, 30.44613",Jessie Griesheimer,2019-11-17T00:00:00Z,November,2019,NA
252,JLG 24,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.3029,30.4457,"-84.3029, 30.4457",Jessie Griesheimer,2019-11-17T00:00:00Z,November,2019,NA
253,JLG 25,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.304,30.44624,"-84.304, 30.44624",Jessie Griesheimer,2019-11-17T00:00:00Z,November,2019,NA
254,JLG 26,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.304,30.44615,"-84.304, 30.44615",Jessie Griesheimer,2019-11-17T00:00:00Z,November,2019,NA
255,JLG 27,NA,NA,NA,NA,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.2999,30.44433,"-84.2999, 30.44433",Jessie Griesheimer,2019-11-17T00:00:00Z,November,2019,NA
256,GAINES 1,25,Yes,42,67,KO,No,NA,shaded,NA,Gainesville,FL,NA,-82.30041,29.674077,"-82.30041, 29.674077",Austin Fife,2020-01-30T00:00:00Z,January,2020,fenceline
257,GAINES 2,0,No,5,5,KO,No,NA,open sun,NA,Gainesville,FL,NA,-82.286534,29.688103,"-82.286534, 29.688103",Austin Fife,2020-01-30T00:00:00Z,January,2020,NA
258,GAINES 3,0,No,8,8,KO,No,NA,open sun,NA,Gainesville,FL,NA,-82.306604,29.651894,"-82.306604, 29.651894",Austin Fife,2020-01-30T00:00:00Z,January,2020,NA
259,FSU 1,0,No,0,0,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.289429,30.44879,"-84.289429, 30.44879",Austin Fife,2020-01-31T00:00:00Z,January,2020,NA
260,FSU 2,0,No,0,0,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.290209,30.440588,"-84.290209, 30.440588",Austin Fife,2020-01-31T00:00:00Z,January,2020,NA
261,FSU 3,0,No,16,16,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.291937,30.441281,"-84.291937, 30.441281",Austin Fife,2020-01-31T00:00:00Z,January,2020,NA
262,FSU 4,10,Yes,19,29,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.303939,30.146472,"-84.303939, 30.146472",Austin Fife,2020-01-31T00:00:00Z,January,2020,NA
263,FSU 5,0,No,63,63,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.304858,30.445265,"-84.304858, 30.445265",Austin Fife,2020-01-31T00:00:00Z,January,2020,NA
264,FSU 6,0,No,5,5,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.305658,30.448069,"-84.305658, 30.448069",Austin Fife,2020-01-31T00:00:00Z,January,2020,NA
265,FSU 7,0,No,34,34,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.296269,30.444621,"-84.296269, 30.444621",Austin Fife,2020-01-31T00:00:00Z,January,2020,NA
266,FSU 8,0,No,3,3,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.295075,30.444063,"-84.295075, 30.444063",Austin Fife,2020-01-31T00:00:00Z,January,2020,NA
267,FSU 9,8,Yes,8,16,KO,No,NA,NA,NA,Tallahassee,FL,NA,-84.300192,30.440633,"-84.300192, 30.440633",Austin Fife,2020-01-31T00:00:00Z,January,2020,NA
268,Orlando 1,NA,NA,NA,NA,KO,No,NA,open sun,NA,Orlando,FL,NA,-81.51024,28.507357,"-81.51024, 28.507357",Austin Fife,2020-02-28T00:00:00Z,February,2020,NA
269,Orlando 2,NA,NA,NA,NA,KO,No,NA,open sun,NA,Orlando,FL,NA,-81.510273,28.50727,"-81.510273, 28.50727",Austin Fife,2020-02-28T00:00:00Z,February,2020,NA
270,Orlando 3,NA,NA,NA,NA,KO,No,NA,open sun,NA,Orlando,FL,NA,-81.521889,28.50606,"-81.521889, 28.50606",Austin Fife,2020-02-28T00:00:00Z,February,2020,NA
271,Orlando 4,NA,NA,NA,NA,KO,No,NA,open sun,NA,Orlando,FL,NA,-81.521813,28.506131,"-81.521813, 28.506131",Austin Fife,2020-02-28T00:00:00Z,February,2020,NA
272,Gainesville 1,NA,NA,NA,NA,KO,No,NA,open sun,NA,Gainesville,FL,NA,-82.372224,29.637568,"-82.372224, 29.637568",Austin Fife,2020-03-02T00:00:00Z,March,2020,NA
