ID,Date,mites/g,erios/gram,grams_dry_weight,Eriophyoids,Other Mites,Block,Treatment,Field,N,Month,mites/plant,totals,sd,se,n_samples
Pheno 8,2021-07-09T00:00:00Z,37.38317757009346,34.923757993113625,2.033,71,5,A,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 9,2021-07-09T00:00:00Z,9.202453987730062,8.365867261572783,3.586,30,3,A,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 10,2021-07-09T00:00:00Z,11.846689895470384,10.91753774680604,4.305,47,4,A,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 11,2021-07-09T00:00:00Z,4.888888888888889,3.5555555555555554,4.5,16,6,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 12,2021-07-09T00:00:00Z,0.8838607035531201,0.176772140710624,5.657,1,4,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 13,2021-07-09T00:00:00Z,5.033557046979866,2.6366251198465966,4.172,11,10,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 14,2021-07-09T00:00:00Z,8.148148148148147,3.7037037037037033,2.7,10,12,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 15,2021-07-09T00:00:00Z,14.619883040935672,13.645224171539962,3.078,42,3,B,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 16,2021-07-09T00:00:00Z,5.63063063063063,3.1906906906906904,5.328,17,13,B,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 17,2021-07-09T00:00:00Z,12.994194083494609,9.40005529444291,3.617,34,13,B,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 18,2021-07-09T00:00:00Z,26.241317211216877,23.92590686905068,3.887,93,9,B,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 19,2021-07-09T00:00:00Z,0.36277888626881916,0,5.513,0,2,B,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 20,2021-07-09T00:00:00Z,24.679639297579495,23.25581395348837,2.107,49,3,B,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 21,2021-07-09T00:00:00Z,27.50871755133669,26.73382409918636,2.581,69,2,B,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 22,2021-07-09T00:00:00Z,16.750418760469014,15.494137353433837,2.388,37,3,B,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 23,2021-07-09T00:00:00Z,1.7711654268508679,0.35423308537017356,2.823,1,4,B,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 24,2021-07-09T00:00:00Z,1.6513328615239444,1.4154281670205238,4.239,6,1,B,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 1,2021-07-14T00:00:00Z,0,0,4.329,0,0,A,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 2,2021-07-14T00:00:00Z,4.612916165262736,2.6073004412354592,4.986,13,10,A,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 3,2021-07-14T00:00:00Z,3.7905709547500592,2.6060175313906657,4.221,11,5,A,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 4,2021-07-14T00:00:00Z,6.904020576688778,6.091782861784216,7.387,45,6,A,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 5,2021-07-14T00:00:00Z,4.920367732746342,4.272950925806034,7.723,33,5,A,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 6,2021-07-14T00:00:00Z,10.869565217391305,10.144927536231885,5.52,56,4,A,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 7,2021-07-14T00:00:00Z,0.794912559618442,0.3179650238473768,6.29,2,3,A,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 8,2021-07-14T00:00:00Z,14.535454724022784,13.749754468670202,5.091,70,4,A,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 9,2021-07-14T00:00:00Z,10.64087061668682,9.673518742442564,4.135,40,4,A,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 10,2021-07-14T00:00:00Z,15.225334957369062,13.19529029638652,4.926,65,10,A,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 11,2021-07-14T00:00:00Z,0.165809981760902,0.165809981760902,6.031,1,0,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 12,2021-07-14T00:00:00Z,2.781472971338735,1.2093360744951023,8.269,10,13,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 13,2021-07-14T00:00:00Z,0.4631237698274864,0,8.637,0,4,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 14,2021-07-14T00:00:00Z,0.9288500835965076,0.37154003343860303,5.383,2,3,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 15,2021-07-14T00:00:00Z,5.9292199370020375,4.076338706688901,5.397,22,10,B,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 16,2021-07-14T00:00:00Z,11.299435028248586,10.169491525423728,6.195,63,7,B,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 17,2021-07-14T00:00:00Z,9.323583180987203,9.140767824497258,5.47,50,1,B,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 18,2021-07-14T00:00:00Z,11.230804492321797,9.168003667201466,4.363,40,9,B,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 19,2021-07-14T00:00:00Z,0.13950892857142858,0,7.168,0,1,B,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 20,2021-07-14T00:00:00Z,12.953367875647668,12.176165803108809,3.86,47,3,B,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 21,2021-07-14T00:00:00Z,3.4228541337546075,3.291205897840969,7.596,25,1,B,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 22,2021-07-14T00:00:00Z,6.5799540933435345,6.5799540933435345,6.535,43,0,B,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 23,2021-07-14T00:00:00Z,0,0,3.72,0,0,B,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 24,2021-07-14T00:00:00Z,3.1628887717448606,2.635740643120717,5.691,15,3,B,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 1,2021-07-21T00:00:00Z,0,0,6.716,0,0,A,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 2,2021-07-21T00:00:00Z,3.5469378103570586,3.4681169701269017,12.687,44,1,A,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 3,2021-07-21T00:00:00Z,1.3737162294760252,1.2428861123830706,15.287,19,2,A,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 4,2021-07-21T00:00:00Z,4.058346076932126,4.058346076932126,17.002,69,0,A,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 5,2021-07-21T00:00:00Z,3.032993046308625,2.9590176061547564,13.518,40,1,A,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 6,2021-07-21T00:00:00Z,21.35458167330677,21.03585657370518,6.275,132,2,A,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 7,2021-07-21T00:00:00Z,0.31357792411414237,0.31357792411414237,6.378,2,0,A,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 8,2021-07-21T00:00:00Z,12.155844155844155,12.155844155844155,9.625,117,0,A,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 9,2021-07-21T00:00:00Z,6.545359340227778,6.348998560020945,15.278,97,3,A,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 10,2021-07-21T00:00:00Z,7.431575131411999,7.15968823636034,11.034,79,3,A,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 11,2021-07-21T00:00:00Z,4.467307431975092,3.925815622038717,7.387,29,4,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 12,2021-07-21T00:00:00Z,3.7666932998516156,3.538408857436366,8.761,31,2,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 13,2021-07-21T00:00:00Z,3.403427737936064,2.5525708034520482,8.227,21,7,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 14,2021-07-21T00:00:00Z,0.38346498964644526,0.38346498964644526,13.039,5,0,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 15,2021-07-21T00:00:00Z,3.48889895786135,3.1264159492523786,22.07,69,8,B,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 16,2021-07-21T00:00:00Z,2.066020843854736,1.5609935264680226,21.781,34,11,B,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 17,2021-07-21T00:00:00Z,5.526770293609672,4.835924006908463,8.685,42,6,B,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 18,2021-07-21T00:00:00Z,14.023732470334412,13.12477526069759,5.562,73,5,B,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 19,2021-07-21T00:00:00Z,0.25716857400025717,0.25716857400025717,7.777,2,0,B,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 20,2021-07-21T00:00:00Z,9.342817708886294,8.493470644442084,9.419,80,8,B,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 21,2021-07-21T00:00:00Z,4.623397904839937,4.564873880728039,17.087,78,1,B,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 22,2021-07-21T00:00:00Z,1.0110518425548234,0.9413241292751804,28.683,27,2,B,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 23,2021-07-21T00:00:00Z,0,0,7.04,0,0,B,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 24,2021-07-21T00:00:00Z,7.106198183971576,6.7114093959731544,5.066,34,2,B,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 1,2021-07-29T00:00:00Z,0.9097801364670205,0.3032600454890068,6.595,2,4,A,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 2,2021-07-29T00:00:00Z,5.635491606714629,3.5971223021582732,8.34,30,17,A,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 3,2021-07-29T00:00:00Z,7.5063613231552155,6.488549618320611,7.86,51,8,A,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 4,2021-07-29T00:00:00Z,8.438044574887645,8.254608823259654,10.903,90,2,A,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 5,2021-07-29T00:00:00Z,8.69172592843436,8.353087255897957,8.859,74,3,A,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 6,2021-07-29T00:00:00Z,9.838998211091234,9.391771019677996,6.708,63,3,A,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 7,2021-07-29T00:00:00Z,0.5467468562055768,0.1366867140513942,7.316,1,3,A,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 8,2021-07-29T00:00:00Z,15.049299429164504,14.876318975955718,5.781,86,1,A,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 9,2021-07-29T00:00:00Z,20.403685827117158,20.184291355857834,4.558,92,1,A,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 10,2021-07-29T00:00:00Z,32.98070939639079,32.56585770587015,4.821,157,2,A,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 11,2021-07-29T00:00:00Z,6.291506466270534,6.116742397763019,5.722,35,1,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 12,2021-07-29T00:00:00Z,3.2192295310655648,1.3949994634617446,9.319,13,17,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 13,2021-07-29T00:00:00Z,5.7497181510710265,4.8478015783540025,8.87,43,8,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 14,2021-07-29T00:00:00Z,0.6448146157979581,0.10746910263299302,9.305,1,5,C,Untreated,Tallahassee,48,July,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 15,2021-07-29T00:00:00Z,10.93815734118637,10.83298275136727,9.508,103,1,B,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 16,2021-07-29T00:00:00Z,11.495754408883082,8.22991508817766,7.655,63,25,B,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 17,2021-07-29T00:00:00Z,6.796299792335285,4.4364734755522,10.594,47,25,B,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 18,2021-07-29T00:00:00Z,12.191209496310554,9.945460378569138,6.234,62,14,B,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 19,2021-07-29T00:00:00Z,0.4141215446733616,0.2070607723366808,9.659,2,2,B,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 20,2021-07-29T00:00:00Z,23.888888888888886,23.518518518518515,5.4,127,2,B,Mites,Tallahassee,48,July,NA,NA,NA,NA,129
Pheno 21,2021-07-29T00:00:00Z,7.485963817841546,7.278020378457059,9.618,70,2,B,Mites + Actigard,Tallahassee,48,July,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 22,2021-07-29T00:00:00Z,20.29812876625436,19.980970504281636,6.306,126,2,B,Actigard,Tallahassee,48,July,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 23,2021-07-29T00:00:00Z,0.29261155815654716,0.14630577907827358,6.835,1,1,B,Kontos,Tallahassee,48,July,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 24,2021-07-29T00:00:00Z,4.416403785488959,3.7854889589905363,7.925,30,5,B,Water,Tallahassee,48,July,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 1,2021-08-04T00:00:00Z,0.10890873448050534,0,9.182,0,1,A,Kontos,Tallahassee,48,August,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 2,2021-08-04T00:00:00Z,5.7157373301155845,5.080655404547186,7.873,40,5,A,Water,Tallahassee,48,August,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 3,2021-08-04T00:00:00Z,9.287925696594426,8.698216128556686,6.783,59,4,A,Mites,Tallahassee,48,August,NA,NA,NA,NA,129
Pheno 4,2021-08-04T00:00:00Z,2.7061158217571712,2.7061158217571712,5.543,15,0,A,Mites + Actigard,Tallahassee,48,August,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 5,2021-08-04T00:00:00Z,7.454611037633762,7.454611037633762,8.317,62,0,A,Actigard,Tallahassee,48,August,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 6,2021-08-04T00:00:00Z,5.985037406483791,5.860349127182046,8.02,47,1,A,Water,Tallahassee,48,August,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 7,2021-08-04T00:00:00Z,0,0,5.321,0,0,A,Kontos,Tallahassee,48,August,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 8,2021-08-04T00:00:00Z,8.438215102974828,8.152173913043478,6.992,57,2,A,Mites,Tallahassee,48,August,NA,NA,NA,NA,129
Pheno 9,2021-08-04T00:00:00Z,18.20546163849155,17.833921605052943,5.383,96,2,A,Mites + Actigard,Tallahassee,48,August,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 10,2021-08-04T00:00:00Z,5.459260270233384,5.459260270233384,7.327,40,0,A,Actigard,Tallahassee,48,August,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 11,2021-08-04T00:00:00Z,7.027257240204429,5.96252129471891,4.696,28,5,C,Untreated,Tallahassee,48,August,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 12,2021-08-04T00:00:00Z,3.871402120855075,1.178252819390675,5.941,7,16,C,Untreated,Tallahassee,48,August,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 13,2021-08-04T00:00:00Z,4.850801117154197,2.7928854916948405,6.803,19,14,C,Untreated,Tallahassee,48,August,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 14,2021-08-04T00:00:00Z,9.498757854742072,8.475814701154464,6.843,58,7,C,Untreated,Tallahassee,48,August,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 15,2021-08-04T00:00:00Z,4.173397953688745,2.9617662897145935,7.428,22,9,B,Mites,Tallahassee,48,August,NA,NA,NA,NA,129
Pheno 16,2021-08-04T00:00:00Z,15.349194167306218,13.200306983883348,6.515,86,14,B,Mites + Actigard,Tallahassee,48,August,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 17,2021-08-04T00:00:00Z,6.554446596156711,4.915834947117533,6.713,33,11,B,Actigard,Tallahassee,48,August,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 18,2021-08-04T00:00:00Z,7.4500983975260056,6.044419454596571,7.114,43,10,B,Water,Tallahassee,48,August,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 19,2021-08-04T00:00:00Z,1.5557683101962663,0.598372426998564,8.356,5,8,B,Kontos,Tallahassee,48,August,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 20,2021-08-04T00:00:00Z,15.505090054815975,14.56538762725137,6.385,93,6,B,Mites,Tallahassee,48,August,NA,NA,NA,NA,129
Pheno 21,2021-08-04T00:00:00Z,24.5317858084938,24.004220522289632,3.791,91,2,B,Mites + Actigard,Tallahassee,48,August,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 22,2021-08-04T00:00:00Z,5.722634847193475,4.99208571776452,8.213,41,6,B,Actigard,Tallahassee,48,August,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 23,2021-08-04T00:00:00Z,0.324254215304799,0,6.168,0,2,B,Kontos,Tallahassee,48,August,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 24,2021-08-04T00:00:00Z,6.5775049331287,3.7272527954395964,4.561,17,13,B,Water,Tallahassee,48,August,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 1,2021-08-11T00:00:00Z,0.21867483052700631,0,4.573,0,1,A,Kontos,Tallahassee,48,August,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 2,2021-08-11T00:00:00Z,7.210671794255498,6.249248888354765,8.321,52,8,A,Water,Tallahassee,48,August,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 3,2021-08-11T00:00:00Z,21.84873949579832,19.537815126050422,4.76,93,11,A,Mites,Tallahassee,48,August,NA,NA,NA,NA,129
Pheno 4,2021-08-11T00:00:00Z,9.678298800436204,8.996728462377318,7.336,66,5,A,Mites + Actigard,Tallahassee,48,August,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 5,2021-08-11T00:00:00Z,7.2206439393939394,6.628787878787879,8.448,56,5,A,Actigard,Tallahassee,48,August,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 6,2021-08-11T00:00:00Z,20.9165687426557,19.506462984723854,4.255,83,6,A,Water,Tallahassee,48,August,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 7,2021-08-11T00:00:00Z,1.7923154475187635,1.120197154699227,8.927,10,6,A,Kontos,Tallahassee,48,August,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 8,2021-08-11T00:00:00Z,11.890951276102088,10.295823665893272,6.896,71,11,A,Mites,Tallahassee,48,August,NA,NA,NA,NA,129
Pheno 9,2021-08-11T00:00:00Z,9.983174425126192,9.085810431856423,8.915,81,8,A,Mites + Actigard,Tallahassee,48,August,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 10,2021-08-11T00:00:00Z,7.793535198671266,6.899195093905711,7.827,54,7,A,Actigard,Tallahassee,48,August,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 11,2021-08-11T00:00:00Z,20.569130838230745,19.33188988555521,6.466,125,8,C,Untreated,Tallahassee,48,August,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 12,2021-08-11T00:00:00Z,4.099480732440558,2.049740366220279,7.318,15,15,C,Untreated,Tallahassee,48,August,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 13,2021-08-11T00:00:00Z,12.81819823072757,7.582596136486731,5.539,42,29,C,Untreated,Tallahassee,48,August,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 14,2021-08-11T00:00:00Z,10.139960011425307,6.998000571265353,7.002,49,22,C,Untreated,Tallahassee,48,August,29.770833333333332,1429,25.101699173929237,3.6231181937962633,48
Pheno 15,2021-08-11T00:00:00Z,37.157757496740544,22.164276401564535,1.534,34,23,B,Mites,Tallahassee,48,August,NA,NA,NA,NA,129
Pheno 16,2021-08-11T00:00:00Z,22.976222281592307,20.571733903286134,3.743,77,9,B,Mites + Actigard,Tallahassee,48,August,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 17,2021-08-11T00:00:00Z,25.52095527979396,14.282369468508547,4.271,61,48,B,Actigard,Tallahassee,48,August,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 18,2021-08-11T00:00:00Z,23.945267958950968,12.25769669327252,3.508,43,41,B,Water,Tallahassee,48,August,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
Pheno 19,2021-08-11T00:00:00Z,0.9796238244514106,0,5.104,0,5,B,Kontos,Tallahassee,48,August,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 20,2021-08-11T00:00:00Z,16.040329972502292,12.832263978001833,2.182,28,7,B,Mites,Tallahassee,48,August,NA,NA,NA,NA,129
Pheno 21,2021-08-11T00:00:00Z,18.294787711425613,17.94960303762513,2.897,52,1,B,Mites + Actigard,Tallahassee,48,August,67.1875,3225,37.560536244557575,5.421396427925503,48
Pheno 22,2021-08-11T00:00:00Z,31.693077564637196,21.684737281067555,2.398,52,24,B,Actigard,Tallahassee,48,August,21.8062015503876,2813,34.57940985963049,3.0445472751116873,129
Pheno 23,2021-08-11T00:00:00Z,1.1764705882352942,0.3921568627450981,2.55,1,2,B,Kontos,Tallahassee,48,August,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
Pheno 24,2021-08-11T00:00:00Z,28.155018217952964,24.84266313348791,3.019,75,10,B,Water,Tallahassee,48,August,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
16A,2019-10-14T00:00:00Z,NA,NA,NA,0,0,A,Mites,Athens,81,October,NA,NA,NA,NA,129
16A,2019-10-23T00:00:00Z,NA,NA,NA,0,2,A,Mites,Athens,81,October,NA,NA,NA,NA,129
16A,2019-11-21T00:00:00Z,NA,NA,NA,0,0,A,Mites,Athens,81,November,NA,NA,NA,NA,129
17A,2019-10-14T00:00:00Z,NA,NA,NA,0,5,A,Mites,Athens,81,October,NA,NA,NA,NA,129
17A,2019-10-23T00:00:00Z,NA,NA,NA,0,1,A,Mites,Athens,81,October,NA,NA,NA,NA,129
17A,2019-11-12T00:00:00Z,NA,NA,NA,0,1,A,Mites,Athens,81,November,NA,NA,NA,NA,129
18A,2019-10-14T00:00:00Z,NA,NA,NA,0,0,A,Mites,Athens,81,October,NA,NA,NA,NA,129
18A,2019-10-23T00:00:00Z,NA,NA,NA,0,0,A,Mites,Athens,81,October,NA,NA,NA,NA,129
18A,2019-11-21T00:00:00Z,NA,NA,NA,0,4,A,Mites,Athens,81,November,NA,NA,NA,NA,129
1A,2019-10-14T00:00:00Z,NA,NA,NA,0,0,A,Water,Athens,79,October,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
1A,2019-10-23T00:00:00Z,NA,NA,NA,0,0,A,Water,Athens,79,October,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
1A,2019-11-21T00:00:00Z,NA,NA,NA,0,0,A,Water,Athens,79,November,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
2A,2019-10-14T00:00:00Z,NA,NA,NA,0,0,A,Water,Athens,79,October,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
2A,2019-10-23T00:00:00Z,NA,NA,NA,0,0,A,Water,Athens,79,October,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
2A,2019-11-21T00:00:00Z,NA,NA,NA,0,0,A,Water,Athens,79,November,26.73228346456693,3395,39.54692788399457,3.5092223885272205,127
31A,2019-10-14T00:00:00Z,NA,NA,NA,0,0,A,Kontos,Athens,82,October,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
31A,2019-12-05T00:00:00Z,NA,NA,NA,0,0,A,Kontos,Athens,82,December,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
31A,2019-11-01T00:00:00Z,NA,NA,NA,0,0,A,Kontos,Athens,82,November,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
32A,2019-10-14T00:00:00Z,NA,NA,NA,0,0,A,Kontos,Athens,82,October,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
32A,2019-11-01T00:00:00Z,NA,NA,NA,0,2,A,Kontos,Athens,82,November,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
32A,2019-12-05T00:00:00Z,NA,NA,NA,0,0,A,Kontos,Athens,82,December,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
33A,2019-10-14T00:00:00Z,NA,NA,NA,0,0,A,Kontos,Athens,82,October,3.546153846153846,461,9.75443571408305,0.8555206066851427,130
