mites,totals,per_plant,sd,se,log_xformed,se_xformed,treat,id,plant,block,field,date,n_samples
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b10,b,10,griffin,2018-10-23,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b11,b,11,griffin,2018-10-23,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b12,b,12,griffin,2018-10-23,122
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c1,c,1,griffin,2018-10-23,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c2,c,2,griffin,2018-10-23,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c3,c,3,griffin,2018-10-23,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c4,c,4,griffin,2018-10-23,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c5,c,5,griffin,2018-10-23,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c6,c,6,griffin,2018-10-23,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c7,c,7,griffin,2018-10-23,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c8,c,8,griffin,2018-10-23,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c9,c,9,griffin,2018-10-23,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c10,c,10,griffin,2018-10-23,109
1,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c11,c,11,griffin,2018-10-23,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c12,c,12,griffin,2018-10-23,109
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d1,d,1,griffin,2018-10-23,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d2,d,2,griffin,2018-10-23,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d3,d,3,griffin,2018-10-23,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d4,d,4,griffin,2018-10-23,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d5,d,5,griffin,2018-10-23,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d6,d,6,griffin,2018-10-23,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d7,d,7,griffin,2018-10-23,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d8,d,8,griffin,2018-10-23,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d9,d,9,griffin,2018-10-23,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d10,d,10,griffin,2018-10-23,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d11,d,11,griffin,2018-10-23,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d12,d,12,griffin,2018-10-23,100
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a1,a,1,griffin,2019-06-25,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a2,a,2,griffin,2019-06-17,118
37,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a3,a,3,griffin,2019-06-25,118
49,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a4,a,4,griffin,2019-06-25,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a5,a,5,griffin,2019-07-22,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a6,a,6,griffin,2019-07-22,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a7,a,7,griffin,2019-07-22,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a8,a,8,griffin,2019-07-08,118
22,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a9,a,9,griffin,2019-06-25,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a10,a,10,griffin,2019-07-22,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a11,a,11,griffin,2019-07-08,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a12,a,12,griffin,2019-07-08,118
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b1,b,1,griffin,2019-06-17,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b2,b,2,griffin,2019-06-25,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b3,b,3,griffin,2019-07-08,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b4,b,4,griffin,2019-06-25,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b5,b,5,griffin,2019-06-17,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b6,b,6,griffin,2019-06-25,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b7,b,7,griffin,2019-07-22,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b8,b,8,griffin,2019-07-22,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b9,b,9,griffin,2019-06-17,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b10,b,10,griffin,2019-07-22,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b11,b,11,griffin,2019-06-25,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b12,b,12,griffin,2019-07-22,122
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c1,c,1,griffin,2019-06-25,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c2,c,2,griffin,2019-06-25,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c3,c,3,griffin,2019-06-10,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c4,c,4,griffin,2019-06-17,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c5,c,5,griffin,2019-06-17,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c6,c,6,griffin,2019-07-22,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c7,c,7,griffin,2019-07-08,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c8,c,8,griffin,2019-07-22,109
57,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c9,c,9,griffin,2019-06-25,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c10,c,10,griffin,2019-06-17,109
32,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c11,c,11,griffin,2019-06-25,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c12,c,12,griffin,2019-07-22,109
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d1,d,1,griffin,2019-06-17,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d2,d,2,griffin,2019-06-25,100
19,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d3,d,3,griffin,2019-06-25,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d4,d,4,griffin,2019-07-08,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d5,d,5,griffin,2019-07-22,100
20,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d6,d,6,griffin,2019-06-25,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d7,d,7,griffin,2019-07-22,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d8,d,8,griffin,2019-07-08,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d9,d,9,griffin,2019-06-10,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d10,d,10,griffin,2019-07-08,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d11,d,11,griffin,2019-08-12,100
32,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d12,d,12,griffin,2019-06-25,100
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a1,a,1,griffin,2019-08-12,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a3,a,3,griffin,2019-08-12,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a4,a,4,griffin,2019-08-12,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a5,a,5,griffin,2019-07-01,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a6,a,6,griffin,2019-08-12,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a7,a,7,griffin,2019-08-12,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a8,a,8,griffin,2019-06-17,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a10,a,10,griffin,2019-08-12,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a11,a,11,griffin,2019-06-17,118
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b1,b,1,griffin,2019-07-08,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b4,b,4,griffin,2019-08-12,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b5,b,5,griffin,2019-07-08,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b6,b,6,griffin,2019-07-16,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b7,b,7,griffin,2019-08-12,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b8,b,8,griffin,2019-07-01,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b9,b,9,griffin,2019-07-08,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b10,b,10,griffin,2019-06-10,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b11,b,11,griffin,2019-08-12,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b12,b,12,griffin,2019-08-12,122
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c1,c,1,griffin,2019-08-12,109
1,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c2,c,2,griffin,2019-08-12,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c3,c,3,griffin,2019-08-12,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c4,c,4,griffin,2019-07-29,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c5,c,5,griffin,2019-07-08,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c6,c,6,griffin,2019-06-10,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c7,c,7,griffin,2019-06-17,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c8,c,8,griffin,2019-07-01,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c9,c,9,griffin,2019-08-05,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c10,c,10,griffin,2019-07-08,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c11,c,11,griffin,2019-08-12,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c12,c,12,griffin,2019-07-01,109
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d1,d,1,griffin,2019-07-08,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d2,d,2,griffin,2019-07-16,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d3,d,3,griffin,2019-08-12,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d4,d,4,griffin,2019-06-17,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d5,d,5,griffin,2019-08-12,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d6,d,6,griffin,2019-08-05,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d7,d,7,griffin,2019-06-10,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d8,d,8,griffin,2019-06-17,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d9,d,9,griffin,2019-07-01,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d10,d,10,griffin,2019-06-17,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d11,d,11,griffin,2019-06-10,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d12,d,12,griffin,2019-08-12,100
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a1,a,1,griffin,2019-07-16,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a2,a,2,griffin,2019-08-12,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a3,a,3,griffin,2019-07-16,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a4,a,4,griffin,2019-07-16,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a5,a,5,griffin,2019-06-10,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a6,a,6,griffin,2019-07-01,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a7,a,7,griffin,2019-06-10,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a8,a,8,griffin,2019-08-12,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a9,a,9,griffin,2019-07-16,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a10,a,10,griffin,2019-06-10,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a11,a,11,griffin,2019-07-29,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a12,a,12,griffin,2019-06-17,118
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b1,b,1,griffin,2019-07-29,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b2,b,2,griffin,2019-07-16,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b3,b,3,griffin,2019-06-17,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b4,b,4,griffin,2019-07-16,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b5,b,5,griffin,2019-07-29,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b6,b,6,griffin,2019-08-12,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b7,b,7,griffin,2019-06-10,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b8,b,8,griffin,2019-08-12,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b9,b,9,griffin,2019-07-29,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b10,b,10,griffin,2019-07-01,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b11,b,11,griffin,2019-08-05,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b12,b,12,griffin,2019-06-10,122
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c1,c,1,griffin,2019-07-16,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c2,c,2,griffin,2019-07-16,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c3,c,3,griffin,2019-07-22,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c4,c,4,griffin,2019-07-08,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c5,c,5,griffin,2019-08-12,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c6,c,6,griffin,2019-07-01,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c7,c,7,griffin,2019-08-12,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c8,c,8,griffin,2019-08-12,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c9,c,9,griffin,2019-07-16,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c10,c,10,griffin,2019-08-12,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c11,c,11,griffin,2019-08-05,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c12,c,12,griffin,2019-08-12,109
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d1,d,1,griffin,2019-07-29,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d2,d,2,griffin,2019-08-12,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d3,d,3,griffin,2019-07-16,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d4,d,4,griffin,2019-07-29,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d5,d,5,griffin,2019-07-01,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d6,d,6,griffin,2019-07-16,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d7,d,7,griffin,2019-07-01,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d8,d,8,griffin,2019-07-29,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d9,d,9,griffin,2019-07-22,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d10,d,10,griffin,2019-07-29,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d11,d,11,griffin,2019-07-22,100
0,73,0.73,4.184760712659951,0.4184760712659951,-0.31471074483970024,-0.8711355680684305,kontos,d12,d,12,griffin,2019-07-16,100
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a1,a,1,griffin,2019-08-05,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a2,a,2,griffin,2019-07-29,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a3,a,3,griffin,2019-08-05,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a4,a,4,griffin,2019-08-05,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a5,a,5,griffin,2019-08-12,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a6,a,6,griffin,2019-06-10,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a7,a,7,griffin,2019-07-01,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a8,a,8,griffin,2019-07-29,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a9,a,9,griffin,2019-08-05,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a10,a,10,griffin,2019-07-01,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a11,a,11,griffin,2019-08-12,118
0,162,1.3728813559322033,7.204932557997365,0.6632678036561614,0.31691171076671926,-0.41057644326965786,water,a12,a,12,griffin,2019-07-29,118
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b1,b,1,griffin,2019-08-12,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b2,b,2,griffin,2019-08-05,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b3,b,3,griffin,2019-07-29,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b4,b,4,griffin,2019-08-05,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b5,b,5,griffin,2019-08-12,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b6,b,6,griffin,2019-08-05,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b7,b,7,griffin,2019-07-01,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b8,b,8,griffin,2019-06-10,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b9,b,9,griffin,2019-08-12,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b10,b,10,griffin,2019-08-12,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b11,b,11,griffin,2019-07-16,122
0,1,0.00819672131147541,0.09053574604251853,0.00819672131147541,-4.804021044733257,-4.804021044733257,high,b12,b,12,griffin,2019-08-12,122
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c1,c,1,griffin,2019-08-05,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c2,c,2,griffin,2019-08-05,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c3,c,3,griffin,2019-07-01,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c4,c,4,griffin,2019-08-12,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c5,c,5,griffin,2019-07-29,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c6,c,6,griffin,2019-08-12,109
0,91,0.8348623853211009,6.235373643305395,0.5972404773733083,-0.18048837571229367,-0.5154354370250377,low,c7,c,7,griffin,2019-07-29,109
