sample_no,id,date,other_mites,eriophyoids,p_fructiphilus,rose_spp,symptoms,rrv,city,state,county,grams_dry_weight,collector,shade,notes,SourceFile,DateTimeOriginal,lat,lon,lon_lat
419,Pheno 6,2020-10-06T00:00:00Z,10,0,NA,KO,No,NA,Tallahassee,FL,Leon,7.8755,Austin Fife,open sun,NA,./6-2020-10-06-14-20-30.jpg,2020:10:06 14:20:30,-84.307235,30.4451127777778,30.4451127777778 -84.307235
420,Pheno 7,2020-10-06T00:00:00Z,5,0,NA,KO,No,NA,Tallahassee,FL,Leon,11.6132,Austin Fife,open sun,NA,./7-2020-10-06-14-20-40.jpg,2020:10:06 14:20:40,-84.3072897222222,30.4450947222222,30.4450947222222 -84.3072897222222
421,Pheno 8,2020-10-06T00:00:00Z,9,0,NA,KO,No,NA,Tallahassee,FL,Leon,17.896,Austin Fife,open sun,NA,./8-2020-10-06-14-20-49.jpg,2020:10:06 14:20:49,-84.3072519444444,30.4451197222222,30.4451197222222 -84.3072519444444
422,Pheno 9,2020-10-06T00:00:00Z,4,0,NA,KO,No,NA,Tallahassee,FL,Leon,13.5067,Austin Fife,open sun,NA,./9-2020-10-06-14-20-58.jpg,2020:10:06 14:20:58,-84.3072419444444,30.4451238888889,30.4451238888889 -84.3072419444444
423,Pheno 10,2020-10-06T00:00:00Z,22,0,NA,KO,No,NA,Tallahassee,FL,Leon,7.5414,Austin Fife,open sun,NA,./10-2020-10-06-14-21-08.jpg,2020:10:06 14:21:08,-84.3072147222222,30.4451069444444,30.4451069444444 -84.3072147222222
424,Pheno 11,2020-10-06T00:00:00Z,9,0,NA,KO,No,NA,Tallahassee,FL,Leon,8.2,Austin Fife,open sun,NA,./11-2020-10-06-14-41-38.jpg,2020:10:06 14:41:38,-84.3069608333333,30.445015,30.445015 -84.3069608333333
425,Pheno 12,2020-10-06T00:00:00Z,15,0,NA,KO,No,NA,Tallahassee,FL,Leon,7.822,Austin Fife,open sun,NA,./12-2020-10-06-14-41-48.jpg,2020:10:06 14:41:48,-84.3069788888889,30.4450238888889,30.4450238888889 -84.3069788888889
426,Pheno 13,2020-10-06T00:00:00Z,6,0,NA,KO,No,NA,Tallahassee,FL,Leon,4.6337,Austin Fife,open sun,NA,./13-2020-10-06-14-42-01.jpg,2020:10:06 14:42:01,-84.306915,30.4449108333333,30.4449108333333 -84.306915
427,Pheno 14,2020-10-06T00:00:00Z,8,0,NA,KO,No,NA,Tallahassee,FL,Leon,6.556,Austin Fife,open sun,NA,./14-2020-10-06-14-42-15.jpg,2020:10:06 14:42:15,-84.3069619444444,30.4448777777778,30.4448777777778 -84.3069619444444
428,Pheno 15,2020-10-06T00:00:00Z,17,0,NA,KO,No,NA,Tallahassee,FL,Leon,12.653,Austin Fife,open sun,NA,./15-2020-10-06-14-01-43.jpg,2020:10:06 14:01:43,-84.3071977777778,30.4445869444444,30.4445869444444 -84.3071977777778
429,Pheno 16,2020-10-06T00:00:00Z,18,0,NA,KO,No,NA,Tallahassee,FL,Leon,2.4251,Austin Fife,open sun,NA,./16-2020-10-06-14-01-32.jpg,2020:10:06 14:01:32,-84.3072047222222,30.4446008333333,30.4446008333333 -84.3072047222222
430,Pheno 17,2020-10-06T00:00:00Z,8,0,NA,KO,No,NA,Tallahassee,FL,Leon,5.1403,Austin Fife,open sun,NA,./17-2020-10-06-14-01-22.jpg,2020:10:06 14:01:22,-84.3073158333333,30.444675,30.444675 -84.3073158333333
431,Pheno 18,2020-10-06T00:00:00Z,21,0,NA,KO,No,NA,Tallahassee,FL,Leon,2.5533,Austin Fife,open sun,NA,./18-2020-10-06-14-01-13.jpg,2020:10:06 14:01:13,-84.3073127777778,30.4446327777778,30.4446327777778 -84.3073127777778
432,Pheno 19,2020-10-06T00:00:00Z,8,0,NA,KO,No,NA,Tallahassee,FL,Leon,7.2841,Austin Fife,open sun,NA,./19-2020-10-06-14-01-04.jpg,2020:10:06 14:01:04,-84.3072088888889,30.4446369444444,30.4446369444444 -84.3072088888889
433,Pheno 20,2020-10-06T00:00:00Z,8,0,NA,KO,No,NA,Tallahassee,FL,Leon,3.9683,Austin Fife,open sun,NA,./20-2020-10-06-14-00-55.jpg,2020:10:06 14:00:55,-84.3072638888889,30.4446369444444,30.4446369444444 -84.3072638888889
434,Pheno 21,2020-10-06T00:00:00Z,1,0,NA,KO,No,NA,Tallahassee,FL,Leon,1.8932,Austin Fife,open sun,NA,./21-2020-10-06-14-00-47.jpg,2020:10:06 14:00:47,-84.3073777777778,30.4446119444444,30.4446119444444 -84.3073777777778
435,Pheno 22,2020-10-06T00:00:00Z,0,0,NA,KO,No,NA,Tallahassee,FL,Leon,5.5187,Austin Fife,open sun,NA,./22-2020-10-06-14-00-38.jpg,2020:10:06 14:00:38,-84.3073827777778,30.4446277777778,30.4446277777778 -84.3073827777778
436,Pheno 23,2020-10-06T00:00:00Z,2,0,NA,KO,No,NA,Tallahassee,FL,Leon,4.7041,Austin Fife,open sun,NA,./23-2020-10-06-14-00-28.jpg,2020:10:06 14:00:28,-84.3074588888889,30.4445969444444,30.4445969444444 -84.3074588888889
437,Pheno 24,2020-10-06T00:00:00Z,2,0,NA,KO,No,NA,Tallahassee,FL,Leon,6.4724,Austin Fife,open sun,NA,./24-2020-10-06-14-00-20.jpg,2020:10:06 14:00:20,-84.3074758333333,30.4445538888889,30.4445538888889 -84.3074758333333
438,Pheno 1,2020-11-05T00:00:00Z,28,52,NA,KO,No,NA,Tallahassee,FL,Leon,8.994,Austin Fife,open sun,NA,./1-2020-11-05-16-27-24.jpg,2020:11:05 16:27:24,-84.307495,30.44515,30.44515 -84.307495
439,Pheno 2,2020-11-05T00:00:00Z,3,339,NA,KO,No,NA,Tallahassee,FL,Leon,6.1781,Austin Fife,open sun,NA,./2-2020-11-05-16-27-33.jpg,2020:11:05 16:27:33,-84.3074069444444,30.4451538888889,30.4451538888889 -84.3074069444444
440,Pheno 3,2020-11-05T00:00:00Z,2,252,NA,KO,No,NA,Tallahassee,FL,Leon,5.0136,Austin Fife,open sun,NA,./3-2020-11-05-16-27-41.jpg,2020:11:05 16:27:41,-84.3073977777778,30.4451838888889,30.4451838888889 -84.3073977777778
441,Pheno 4,2020-11-05T00:00:00Z,8,130,NA,KO,No,NA,Tallahassee,FL,Leon,6.5886,Austin Fife,open sun,NA,./4-2020-11-05-16-27-48.jpg,2020:11:05 16:27:48,-84.3074038888889,30.4451947222222,30.4451947222222 -84.3074038888889
442,Pheno 5,2020-11-05T00:00:00Z,12,196,NA,KO,No,NA,Tallahassee,FL,Leon,5.2619,Austin Fife,open sun,NA,./5-2020-11-05-16-27-55.jpg,2020:11:05 16:27:55,-84.3073769444444,30.44518,30.44518 -84.3073769444444
443,Pheno 6,2020-11-05T00:00:00Z,12,180,NA,KO,No,NA,Tallahassee,FL,Leon,5.4942,Austin Fife,open sun,NA,./6-2020-11-05-16-28-02.jpg,2020:11:05 16:28:02,-84.3073508333333,30.44517,30.44517 -84.3073508333333
444,Pheno 7,2020-11-05T00:00:00Z,16,37,NA,KO,No,NA,Tallahassee,FL,Leon,3.5128,Austin Fife,open sun,NA,./7-2020-11-05-16-28-10.jpg,2020:11:05 16:28:10,-84.3072477777778,30.4451619444444,30.4451619444444 -84.3072477777778
445,Pheno 8,2020-11-05T00:00:00Z,10,66,NA,KO,No,NA,Tallahassee,FL,Leon,2.8361,Austin Fife,open sun,NA,./8-2020-11-05-16-28-18.jpg,2020:11:05 16:28:18,-84.3072427777778,30.4451747222222,30.4451747222222 -84.3072427777778
446,Pheno 9,2020-11-05T00:00:00Z,9,22,NA,KO,No,NA,Tallahassee,FL,Leon,10.8003,Austin Fife,open sun,NA,./9-2020-11-05-16-28-29.jpg,2020:11:05 16:28:29,-84.3071708333333,30.4451188888889,30.4451188888889 -84.3071708333333
447,Pheno 10,2020-11-05T00:00:00Z,13,32,NA,KO,No,NA,Tallahassee,FL,Leon,14.6463,Austin Fife,open sun,NA,./10-2020-11-05-16-28-40.jpg,2020:11:05 16:28:40,-84.3071108333333,30.4451258333333,30.4451258333333 -84.3071108333333
448,Pheno 11,2020-11-05T00:00:00Z,39,41,NA,KO,No,NA,Tallahassee,FL,Leon,9.066,Austin Fife,open sun,NA,./11-2020-11-05-16-29-16.jpg,2020:11:05 16:29:16,-84.3069738888889,30.4449819444444,30.4449819444444 -84.3069738888889
449,Pheno 12,2020-11-05T00:00:00Z,44,9,NA,KO,No,NA,Tallahassee,FL,Leon,6.0273,Austin Fife,open sun,NA,./12-2020-11-05-16-29-26.jpg,2020:11:05 16:29:26,-84.3069588888889,30.445,30.445 -84.3069588888889
450,Pheno 13,2020-11-05T00:00:00Z,25,2,NA,KO,No,NA,Tallahassee,FL,Leon,8.1878,Austin Fife,open sun,NA,./13-2020-11-05-16-29-37.jpg,2020:11:05 16:29:37,-84.3069338888889,30.4449608333333,30.4449608333333 -84.3069338888889
451,Pheno 14,2020-11-05T00:00:00Z,8,4,NA,KO,No,NA,Tallahassee,FL,Leon,7.8305,Austin Fife,open sun,NA,./14-2020-11-05-16-29-51.jpg,2020:11:05 16:29:51,-84.3069297222222,30.4448808333333,30.4448808333333 -84.3069297222222
452,Pheno 15,2020-11-05T00:00:00Z,23,0,NA,KO,No,NA,Tallahassee,FL,Leon,8.5494,Austin Fife,open sun,NA,./15-2020-11-05-16-30-59.jpg,2020:11:05 16:30:59,-84.3071758333333,30.4446677777778,30.4446677777778 -84.3071758333333
453,Pheno 16,2020-11-05T00:00:00Z,36,3,NA,KO,No,NA,Tallahassee,FL,Leon,8.372,Austin Fife,open sun,NA,./16-2020-11-05-16-31-08.jpg,2020:11:05 16:31:08,-84.30719,30.4446677777778,30.4446677777778 -84.30719
454,Pheno 17,2020-11-05T00:00:00Z,24,0,NA,KO,No,NA,Tallahassee,FL,Leon,8.1462,Austin Fife,open sun,NA,./17-2020-11-05-16-31-16.jpg,2020:11:05 16:31:16,-84.3072319444444,30.4446658333333,30.4446658333333 -84.3072319444444
455,Pheno 18,2020-11-05T00:00:00Z,18,1,NA,KO,No,NA,Tallahassee,FL,Leon,8.8051,Austin Fife,open sun,NA,./18-2020-11-05-16-31-25.jpg,2020:11:05 16:31:25,-84.3072269444444,30.444675,30.444675 -84.3072269444444
456,Pheno 19,2020-11-05T00:00:00Z,10,3,NA,KO,No,NA,Tallahassee,FL,Leon,6.0737,Austin Fife,open sun,NA,./19-2020-11-05-16-31-33.jpg,2020:11:05 16:31:33,-84.3072708333333,30.4446688888889,30.4446688888889 -84.3072708333333
457,Pheno 20,2020-11-05T00:00:00Z,14,47,NA,KO,No,NA,Tallahassee,FL,Leon,1.4696,Austin Fife,open sun,NA,./20-2020-11-05-16-31-42.jpg,2020:11:05 16:31:42,-84.3072997222222,30.444735,30.444735 -84.3072997222222
458,Pheno 21,2020-11-05T00:00:00Z,20,48,NA,KO,No,NA,Tallahassee,FL,Leon,4.8921,Austin Fife,open sun,NA,./21-2020-11-05-16-31-52.jpg,2020:11:05 16:31:52,-84.3072858333333,30.4447269444444,30.4447269444444 -84.3072858333333
459,Pheno 22,2020-11-05T00:00:00Z,31,21,NA,KO,No,NA,Tallahassee,FL,Leon,5.7497,Austin Fife,open sun,NA,./22-2020-11-05-16-32-01.jpg,2020:11:05 16:32:01,-84.3073138888889,30.4447027777778,30.4447027777778 -84.3073138888889
460,Pheno 23,2020-11-05T00:00:00Z,10,6,NA,KO,No,NA,Tallahassee,FL,Leon,2.791,Austin Fife,open sun,NA,./23-2020-11-05-16-32-10.jpg,2020:11:05 16:32:10,-84.3074288888889,30.4447,30.4447 -84.3074288888889
461,Pheno 24,2020-11-05T00:00:00Z,27,42,NA,KO,No,NA,Tallahassee,FL,Leon,3.7724,Austin Fife,open sun,NA,./24-2020-11-05-16-32-22.jpg,2020:11:05 16:32:22,-84.3074277777778,30.4447069444444,30.4447069444444 -84.3074277777778
462,Pheno 1,2021-03-18T00:00:00Z,9,6,NA,KO,No,NA,Tallahassee,FL,Leon,7.7564,Austin Fife,open sun,NA,./1-2021-03-18-11-45-28.jpg,2021:03:18 11:45:28,-84.3073619444444,30.4451558333333,30.4451558333333 -84.3073619444444
463,Pheno 2,2021-03-18T00:00:00Z,47,57,NA,KO,No,NA,Tallahassee,FL,Leon,10.2885,Austin Fife,open sun,NA,./2-2021-03-18-11-47-22.jpg,2021:03:18 11:47:22,-84.3073319444444,30.4451727777778,30.4451727777778 -84.3073319444444
464,Pheno 3,2021-03-18T00:00:00Z,17,16,NA,KO,No,NA,Tallahassee,FL,Leon,6.9861,Austin Fife,open sun,NA,./3-2021-03-18-11-47-33.jpg,2021:03:18 11:47:33,-84.3073277777778,30.4451238888889,30.4451238888889 -84.3073277777778
465,Pheno 4,2021-03-18T00:00:00Z,9,20,NA,KO,No,NA,Tallahassee,FL,Leon,7.9235,Austin Fife,open sun,NA,./4-2021-03-18-11-50-07.jpg,2021:03:18 11:50:07,-84.3073227777778,30.4451669444444,30.4451669444444 -84.3073227777778
466,Pheno 5,2021-03-18T00:00:00Z,6,30,NA,KO,No,NA,Tallahassee,FL,Leon,10.5772,Austin Fife,open sun,NA,./5-2021-03-18-11-50-16.jpg,2021:03:18 11:50:16,-84.3073008333333,30.4451738888889,30.4451738888889 -84.3073008333333
467,Pheno 6,2021-03-18T00:00:00Z,6,16,NA,KO,No,NA,Tallahassee,FL,Leon,7.0806,Austin Fife,open sun,NA,./6-2021-03-18-11-50-25.jpg,2021:03:18 11:50:25,-84.3072669444445,30.4451677777778,30.4451677777778 -84.3072669444445
468,Pheno 7,2021-03-18T00:00:00Z,2,5,NA,KO,No,NA,Tallahassee,FL,Leon,5.2175,Austin Fife,open sun,NA,./7-2021-03-18-11-50-34.jpg,2021:03:18 11:50:34,-84.3071569444444,30.4451458333333,30.4451458333333 -84.3071569444444
469,Pheno 8,2021-03-18T00:00:00Z,6,3,NA,KO,No,NA,Tallahassee,FL,Leon,5.9428,Austin Fife,open sun,NA,./8-2021-03-18-11-52-39.jpg,2021:03:18 11:52:39,-84.3071197222222,30.4451508333333,30.4451508333333 -84.3071197222222
470,Pheno 9,2021-03-18T00:00:00Z,200,5,NA,KO,No,NA,Tallahassee,FL,Leon,6.8128,Austin Fife,open sun,NA,./9-2021-03-18-11-52-47.jpg,2021:03:18 11:52:47,-84.3071208333333,30.4451519444444,30.4451519444444 -84.3071208333333
471,Pheno 10,2021-03-18T00:00:00Z,10,19,NA,KO,No,NA,Tallahassee,FL,Leon,9.842,Austin Fife,open sun,NA,./10-2021-03-18-11-52-55.jpg,2021:03:18 11:52:55,-84.3071088888889,30.4451477777778,30.4451477777778 -84.3071088888889
472,Pheno 11,2021-03-18T00:00:00Z,8,35,NA,KO,No,NA,Tallahassee,FL,Leon,5.6123,Austin Fife,open sun,NA,./11-2021-03-18-11-53-53.jpg,2021:03:18 11:53:53,-84.3069277777778,30.4450127777778,30.4450127777778 -84.3069277777778
473,Pheno 12,2021-03-18T00:00:00Z,2,0,NA,KO,No,NA,Tallahassee,FL,Leon,18.7904,Austin Fife,open sun,NA,./12-2021-03-18-11-54-01.jpg,2021:03:18 11:54:01,-84.3069138888889,30.4450038888889,30.4450038888889 -84.3069138888889
474,Pheno 13,2021-03-18T00:00:00Z,15,27,NA,KO,No,NA,Tallahassee,FL,Leon,6.3951,Austin Fife,open sun,NA,./13-2021-03-18-11-54-12.jpg,2021:03:18 11:54:12,-84.3069258333333,30.4449808333333,30.4449808333333 -84.3069258333333
475,Pheno 14,2021-03-18T00:00:00Z,6,18,NA,KO,No,NA,Tallahassee,FL,Leon,16.4817,Austin Fife,open sun,NA,./14-2021-03-18-11-54-25.jpg,2021:03:18 11:54:25,-84.3069538888889,30.4449397222222,30.4449397222222 -84.3069538888889
476,Pheno 15,2021-03-18T00:00:00Z,13,4,NA,KO,No,NA,Tallahassee,FL,Leon,10.2334,Austin Fife,open sun,NA,./15-2021-03-18-11-56-22.jpg,2021:03:18 11:56:22,-84.3071019444444,30.4446697222222,30.4446697222222 -84.3071019444444
477,Pheno 16,2021-03-18T00:00:00Z,23,7,NA,KO,No,NA,Tallahassee,FL,Leon,10.0205,Austin Fife,open sun,NA,./16-2021-03-18-11-56-30.jpg,2021:03:18 11:56:30,-84.3071147222222,30.4446638888889,30.4446638888889 -84.3071147222222
478,Pheno 17,2021-03-18T00:00:00Z,75,3,NA,KO,No,NA,Tallahassee,FL,Leon,10.8634,Austin Fife,open sun,NA,./17-2021-03-18-11-56-41.jpg,2021:03:18 11:56:41,-84.3071338888889,30.4446427777778,30.4446427777778 -84.3071338888889
479,Pheno 18,2021-03-18T00:00:00Z,64,15,NA,KO,No,NA,Tallahassee,FL,Leon,6.7253,Austin Fife,open sun,NA,./18-2021-03-18-11-56-48.jpg,2021:03:18 11:56:48,-84.3071419444444,30.4446508333333,30.4446508333333 -84.3071419444444
480,Pheno 19,2021-03-18T00:00:00Z,5,6,NA,KO,No,NA,Tallahassee,FL,Leon,21.6288,Austin Fife,open sun,NA,./19-2021-03-18-11-57-33.jpg,2021:03:18 11:57:33,-84.3072147222222,30.4447269444444,30.4447269444444 -84.3072147222222
481,Pheno 20,2021-03-18T00:00:00Z,43,27,NA,KO,No,NA,Tallahassee,FL,Leon,7.6008,Austin Fife,open sun,NA,./20-2021-03-18-11-57-40.jpg,2021:03:18 11:57:40,-84.3072547222222,30.4446469444444,30.4446469444444 -84.3072547222222
482,Pheno 21,2021-03-18T00:00:00Z,0,17,NA,KO,No,NA,Tallahassee,FL,Leon,7.3385,Austin Fife,open sun,NA,./21-2021-03-18-11-57-49.jpg,2021:03:18 11:57:49,-84.3072577777778,30.4447,30.4447 -84.3072577777778
483,Pheno 22,2021-03-18T00:00:00Z,4,27,NA,KO,No,NA,Tallahassee,FL,Leon,21.4253,Austin Fife,open sun,NA,./22-2021-03-18-11-57-57.jpg,2021:03:18 11:57:57,-84.3072627777778,30.4446888888889,30.4446888888889 -84.3072627777778
484,Pheno 23,2021-03-18T00:00:00Z,4,33,NA,KO,No,NA,Tallahassee,FL,Leon,4.51,Austin Fife,open sun,NA,./23-2021-03-18-12-21-59.jpg,2021:03:18 12:21:59,-84.3072869444444,30.4447027777778,30.4447027777778 -84.3072869444444
485,Pheno 24,2021-03-18T00:00:00Z,5,28,NA,KO,No,NA,Tallahassee,FL,Leon,18.4711,Austin Fife,open sun,NA,./24-2021-03-18-12-23-29.jpg,2021:03:18 12:23:29,-84.3073497222222,30.4447038888889,30.4447038888889 -84.3073497222222
468,Pheno 7,2021-03-18T00:00:00Z,2,5,NA,KO,No,NA,Tallahassee,FL,Leon,5.2175,Austin Fife,open sun,NA,./7-2021-03-18-11-50-34.jpg,2021:03:18 11:50:34,-84.3071569444444,30.4451458333333,30.4451458333333 -84.3071569444444
469,Pheno 8,2021-03-18T00:00:00Z,6,3,NA,KO,No,NA,Tallahassee,FL,Leon,5.9428,Austin Fife,open sun,NA,./8-2021-03-18-11-52-39.jpg,2021:03:18 11:52:39,-84.3071197222222,30.4451508333333,30.4451508333333 -84.3071197222222
470,Pheno 9,2021-03-18T00:00:00Z,200,5,NA,KO,No,NA,Tallahassee,FL,Leon,6.8128,Austin Fife,open sun,NA,./9-2021-03-18-11-52-47.jpg,2021:03:18 11:52:47,-84.3071208333333,30.4451519444444,30.4451519444444 -84.3071208333333
471,Pheno 10,2021-03-18T00:00:00Z,10,19,NA,KO,No,NA,Tallahassee,FL,Leon,9.842,Austin Fife,open sun,NA,./10-2021-03-18-11-52-55.jpg,2021:03:18 11:52:55,-84.3071088888889,30.4451477777778,30.4451477777778 -84.3071088888889
472,Pheno 11,2021-03-18T00:00:00Z,8,35,NA,KO,No,NA,Tallahassee,FL,Leon,5.6123,Austin Fife,open sun,NA,./11-2021-03-18-11-53-53.jpg,2021:03:18 11:53:53,-84.3069277777778,30.4450127777778,30.4450127777778 -84.3069277777778
473,Pheno 12,2021-03-18T00:00:00Z,2,0,NA,KO,No,NA,Tallahassee,FL,Leon,18.7904,Austin Fife,open sun,NA,./12-2021-03-18-11-54-01.jpg,2021:03:18 11:54:01,-84.3069138888889,30.4450038888889,30.4450038888889 -84.3069138888889
474,Pheno 13,2021-03-18T00:00:00Z,15,27,NA,KO,No,NA,Tallahassee,FL,Leon,6.3951,Austin Fife,open sun,NA,./13-2021-03-18-11-54-12.jpg,2021:03:18 11:54:12,-84.3069258333333,30.4449808333333,30.4449808333333 -84.3069258333333
475,Pheno 14,2021-03-18T00:00:00Z,6,18,NA,KO,No,NA,Tallahassee,FL,Leon,16.4817,Austin Fife,open sun,NA,./14-2021-03-18-11-54-25.jpg,2021:03:18 11:54:25,-84.3069538888889,30.4449397222222,30.4449397222222 -84.3069538888889
476,Pheno 15,2021-03-18T00:00:00Z,13,4,NA,KO,No,NA,Tallahassee,FL,Leon,10.2334,Austin Fife,open sun,NA,./15-2021-03-18-11-56-22.jpg,2021:03:18 11:56:22,-84.3071019444444,30.4446697222222,30.4446697222222 -84.3071019444444
477,Pheno 16,2021-03-18T00:00:00Z,23,7,NA,KO,No,NA,Tallahassee,FL,Leon,10.0205,Austin Fife,open sun,NA,./16-2021-03-18-11-56-30.jpg,2021:03:18 11:56:30,-84.3071147222222,30.4446638888889,30.4446638888889 -84.3071147222222
478,Pheno 17,2021-03-18T00:00:00Z,75,3,NA,KO,No,NA,Tallahassee,FL,Leon,10.8634,Austin Fife,open sun,NA,./17-2021-03-18-11-56-41.jpg,2021:03:18 11:56:41,-84.3071338888889,30.4446427777778,30.4446427777778 -84.3071338888889
479,Pheno 18,2021-03-18T00:00:00Z,64,15,NA,KO,No,NA,Tallahassee,FL,Leon,6.7253,Austin Fife,open sun,NA,./18-2021-03-18-11-56-48.jpg,2021:03:18 11:56:48,-84.3071419444444,30.4446508333333,30.4446508333333 -84.3071419444444
480,Pheno 19,2021-03-18T00:00:00Z,5,6,NA,KO,No,NA,Tallahassee,FL,Leon,21.6288,Austin Fife,open sun,NA,./19-2021-03-18-11-57-33.jpg,2021:03:18 11:57:33,-84.3072147222222,30.4447269444444,30.4447269444444 -84.3072147222222
481,Pheno 20,2021-03-18T00:00:00Z,43,27,NA,KO,No,NA,Tallahassee,FL,Leon,7.6008,Austin Fife,open sun,NA,./20-2021-03-18-11-57-40.jpg,2021:03:18 11:57:40,-84.3072547222222,30.4446469444444,30.4446469444444 -84.3072547222222
482,Pheno 21,2021-03-18T00:00:00Z,0,17,NA,KO,No,NA,Tallahassee,FL,Leon,7.3385,Austin Fife,open sun,NA,./21-2021-03-18-11-57-49.jpg,2021:03:18 11:57:49,-84.3072577777778,30.4447,30.4447 -84.3072577777778
483,Pheno 22,2021-03-18T00:00:00Z,4,27,NA,KO,No,NA,Tallahassee,FL,Leon,21.4253,Austin Fife,open sun,NA,./22-2021-03-18-11-57-57.jpg,2021:03:18 11:57:57,-84.3072627777778,30.4446888888889,30.4446888888889 -84.3072627777778
484,Pheno 23,2021-03-18T00:00:00Z,4,33,NA,KO,No,NA,Tallahassee,FL,Leon,4.51,Austin Fife,open sun,NA,./23-2021-03-18-12-21-59.jpg,2021:03:18 12:21:59,-84.3072869444444,30.4447027777778,30.4447027777778 -84.3072869444444
485,Pheno 24,2021-03-18T00:00:00Z,5,28,NA,KO,No,NA,Tallahassee,FL,Leon,18.4711,Austin Fife,open sun,NA,./24-2021-03-18-12-23-29.jpg,2021:03:18 12:23:29,-84.3073497222222,30.4447038888889,30.4447038888889 -84.3073497222222
